factQuestion	factAnswer	factValueQuestion	factValueAnswer	factTagQuestion	factTagAnswer
121986	2229	5000-studynow/mp3/leather.mp3	кожа	{}	{1002=eng-rus}
121986	121985	5000-studynow/mp3/leather.mp3	кожаный, кожа	{}	{1002=eng-rus}
121986	129476	5000-studynow/mp3/leather.mp3	кожа, кожаный	{}	{1002=eng-rus}
129477	2229	8000-wordsteps/mp3/leather.mp3	кожа	{}	{1002=eng-rus}
129477	121985	8000-wordsteps/mp3/leather.mp3	кожаный, кожа	{}	{1002=eng-rus}
129477	129476	8000-wordsteps/mp3/leather.mp3	кожа, кожаный	{}	{1002=eng-rus}
35966	2232	10000-kreekly/mp3/Joey/cloth.mp3	ткань	{1008=joey}	{1002=eng-rus}
35966	118876	10000-kreekly/mp3/Joey/cloth.mp3	ткань, тряпка	{1008=joey}	{1002=eng-rus}
35967	2232	10000-kreekly/mp3/Kendra/cloth.mp3	ткань	{1008=kendra}	{1002=eng-rus}
35967	118876	10000-kreekly/mp3/Kendra/cloth.mp3	ткань, тряпка	{1008=kendra}	{1002=eng-rus}
35968	2232	10000-kreekly/mp3/Kimberly/cloth.mp3	ткань	{1008=kimberly}	{1002=eng-rus}
35968	118876	10000-kreekly/mp3/Kimberly/cloth.mp3	ткань, тряпка	{1008=kimberly}	{1002=eng-rus}
35969	2232	10000-kreekly/mp3/Justin/cloth.mp3	ткань	{1008=justin}	{1002=eng-rus}
35969	118876	10000-kreekly/mp3/Justin/cloth.mp3	ткань, тряпка	{1008=justin}	{1002=eng-rus}
35970	2232	10000-kreekly/mp3/Joanna/cloth.mp3	ткань	{1008=joanna}	{1002=eng-rus}
35970	118876	10000-kreekly/mp3/Joanna/cloth.mp3	ткань, тряпка	{1008=joanna}	{1002=eng-rus}
35971	2232	10000-kreekly/mp3/Salli/cloth.mp3	ткань	{1008=salli}	{1002=eng-rus}
35971	118876	10000-kreekly/mp3/Salli/cloth.mp3	ткань, тряпка	{1008=salli}	{1002=eng-rus}
35972	2232	10000-kreekly/mp3/Matthew/cloth.mp3	ткань	{1008=matthew}	{1002=eng-rus}
35972	118876	10000-kreekly/mp3/Matthew/cloth.mp3	ткань, тряпка	{1008=matthew}	{1002=eng-rus}
118877	2232	5000-studynow/mp3/cloth.mp3	ткань	{}	{1002=eng-rus}
118877	118876	5000-studynow/mp3/cloth.mp3	ткань, тряпка	{}	{1002=eng-rus}
134233	2232	8000-wordsteps/mp3/cloth.mp3	ткань	{}	{1002=eng-rus}
134233	118876	8000-wordsteps/mp3/cloth.mp3	ткань, тряпка	{}	{1002=eng-rus}
86734	2235	10000-kreekly/mp3/Joey/wool.mp3	шерсть	{1008=joey}	{1002=eng-rus}
86734	125201	10000-kreekly/mp3/Joey/wool.mp3	шерсть, шерстяной	{1008=joey}	{1002=eng-rus}
86735	2235	10000-kreekly/mp3/Kendra/wool.mp3	шерсть	{1008=kendra}	{1002=eng-rus}
86735	125201	10000-kreekly/mp3/Kendra/wool.mp3	шерсть, шерстяной	{1008=kendra}	{1002=eng-rus}
86736	2235	10000-kreekly/mp3/Kimberly/wool.mp3	шерсть	{1008=kimberly}	{1002=eng-rus}
86736	125201	10000-kreekly/mp3/Kimberly/wool.mp3	шерсть, шерстяной	{1008=kimberly}	{1002=eng-rus}
86737	2235	10000-kreekly/mp3/Justin/wool.mp3	шерсть	{1008=justin}	{1002=eng-rus}
86737	125201	10000-kreekly/mp3/Justin/wool.mp3	шерсть, шерстяной	{1008=justin}	{1002=eng-rus}
86738	2235	10000-kreekly/mp3/Joanna/wool.mp3	шерсть	{1008=joanna}	{1002=eng-rus}
86738	125201	10000-kreekly/mp3/Joanna/wool.mp3	шерсть, шерстяной	{1008=joanna}	{1002=eng-rus}
86739	2235	10000-kreekly/mp3/Salli/wool.mp3	шерсть	{1008=salli}	{1002=eng-rus}
86739	125201	10000-kreekly/mp3/Salli/wool.mp3	шерсть, шерстяной	{1008=salli}	{1002=eng-rus}
86740	2235	10000-kreekly/mp3/Matthew/wool.mp3	шерсть	{1008=matthew}	{1002=eng-rus}
86740	125201	10000-kreekly/mp3/Matthew/wool.mp3	шерсть, шерстяной	{1008=matthew}	{1002=eng-rus}
129490	2235	8000-wordsteps/mp3/wool.mp3	шерсть	{}	{1002=eng-rus}
129490	125201	8000-wordsteps/mp3/wool.mp3	шерсть, шерстяной	{}	{1002=eng-rus}
102131	2238	10000-kreekly/mp3/Joey/silk.mp3	шелк	{1008=joey}	{1002=eng-rus}
102131	129487	10000-kreekly/mp3/Joey/silk.mp3	шелковый, шелк	{1008=joey}	{1002=eng-rus}
102132	2238	10000-kreekly/mp3/Kendra/silk.mp3	шелк	{1008=kendra}	{1002=eng-rus}
102132	129487	10000-kreekly/mp3/Kendra/silk.mp3	шелковый, шелк	{1008=kendra}	{1002=eng-rus}
102133	2238	10000-kreekly/mp3/Kimberly/silk.mp3	шелк	{1008=kimberly}	{1002=eng-rus}
102133	129487	10000-kreekly/mp3/Kimberly/silk.mp3	шелковый, шелк	{1008=kimberly}	{1002=eng-rus}
102134	2238	10000-kreekly/mp3/Justin/silk.mp3	шелк	{1008=justin}	{1002=eng-rus}
102134	129487	10000-kreekly/mp3/Justin/silk.mp3	шелковый, шелк	{1008=justin}	{1002=eng-rus}
102135	2238	10000-kreekly/mp3/Joanna/silk.mp3	шелк	{1008=joanna}	{1002=eng-rus}
102135	129487	10000-kreekly/mp3/Joanna/silk.mp3	шелковый, шелк	{1008=joanna}	{1002=eng-rus}
102136	2238	10000-kreekly/mp3/Salli/silk.mp3	шелк	{1008=salli}	{1002=eng-rus}
102136	129487	10000-kreekly/mp3/Salli/silk.mp3	шелковый, шелк	{1008=salli}	{1002=eng-rus}
102137	2238	10000-kreekly/mp3/Matthew/silk.mp3	шелк	{1008=matthew}	{1002=eng-rus}
102137	129487	10000-kreekly/mp3/Matthew/silk.mp3	шелковый, шелк	{1008=matthew}	{1002=eng-rus}
129488	2238	8000-wordsteps/mp3/silk.mp3	шелк	{}	{1002=eng-rus}
129488	129487	8000-wordsteps/mp3/silk.mp3	шелковый, шелк	{}	{1002=eng-rus}
